Sitio,Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Sector IV la Vibora","","Bastidas Buch, Delgado Burbano, Fonnegra & Sepulveda, 2008",3.838889,-76.781667,0,0,0,0,0,0,
"La Esmeralda","Valles alto Calima y alto y medio del Cauca","Sanmiguel Camargo, 1969",4.333464,-76.278333,0,0,0,0,0,0,
"CIAT 1","Valles alto Calima y alto y medio del Cauca","Benavides Russi, 1992",3.497778,-76.348056,0,0,0,0,0,0,
"Cuchilla el brasil","Valles alto Calima y alto y medio del Cauca","Pérez Riaño,  2008",4.003094,-76.136372,0,0,0,0,0,0,
"El Sifón ","","Cuello Díaz, 2009",11.050153,-74.217242,0,0,0,0,0,0,
"El Janeiro","Valles alto Calima y alto y medio del Cauca","Forero Lloreda, 2006",3.862019,-76.193667,0,0,0,0,0,0,
"El Janeiro","Valles alto Calima y alto y medio del Cauca","Forero Lloreda, 2006",3.888725,-76.1875,0,0,0,0,0,0,
"El Rosario","","Forero Lloreda, 2006",3.861753,-75.968617,0,0,0,0,0,0,
"Campoalegre","Valles alto Calima y alto y medio del Cauca","Rodríguez, Zúñiga, & Cuero, 2008",3.7728,-76.168394,0,0,0,0,0,0,
"La Margarita","Valles alto Calima y alto y medio del Cauca","Rodriguez, 1985",3.763953,-76.375439,0,0,0,0,0,0,
"El Carmen","Valles alto Calima y alto y medio del Cauca","Rodríguez, Rey, & Cuenca, 2007",3.79105,-76.339408,0,0,0,0,0,0,
"La Alsacia","Valles alto Calima y alto y medio del Cauca","Rodríguez, Rey, & Cuenca, 2007",3.791042,-76.330408,0,0,0,0,0,0,
"Guacandá","Valles alto Calima y alto y medio del Cauca","Rodríguez, Rodríguez, & Romero, 2001",3.595897,-76.489797,0,0,0,0,0,0,
"Univalle 4a","","Rodríguez, Zúñiga Escobar, & Agudelo, 2006",3.377572,-76.534422,0,0,0,0,0,0,
"Malagana","Valles alto Calima y alto y medio del Cauca","Bray, Cardale de Schrimpff, Herrera, Legast & Patiño, 2005",3.456461,-76.321683,0,0,0,0,0,0,
"La Calera","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Martínez, 2008",3.637433,-76.483547,0,0,0,0,0,0,
"Salento","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",3.628378,-76.46555,0,0,0,0,0,0,
"PK1+ 500 a PK1+400 - CORPOICA","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1997",3.508172,-76.311919,0,0,0,0,0,0,
"Lomalarga","","Rodríguez, & Bedoya Prado, 1999",3.357167,-76.5917,0,0,0,0,0,0,
"Zamorano","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Rodríguez, 1988",3.555092,-76.292772,0,0,0,0,0,0,
"Lusitania","Valles alto Calima y alto y medio del Cauca","Caldas, Chaves, & Villamizar, 1972",3.849872,-76.393375,0,0,0,0,0,0,
"No reporta","Valles alto Calima y alto y medio del Cauca","Caldas, Chaves, & Villamizar, 1972",3.836364,-76.465406,0,0,0,0,0,0,
"La Selva","Valles alto Calima y alto y medio del Cauca","Plazas, & Falchetti, 1973",3.800222,-76.510442,0,0,0,0,0,0,
"El Jordán","Valles alto Calima y alto y medio del Cauca","Plazas, & Falchetti, 1973",3.795711,-76.52395,0,0,0,0,0,0,
"La Florencia","Valles alto Calima y alto y medio del Cauca","Bray, 1980",3.917778,-76.505864,0,0,0,0,0,0,
"Barcelona","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.816072,-76.541478,0,0,0,0,0,0,
"La Alsacia","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.838158,-76.539983,0,0,0,0,0,0,
"La Aurora","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.822686,-76.544636,0,0,0,0,0,0,
"Cortijo de los Calimas","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.902969,-76.537989,0,0,0,0,0,0,
"Montecito ","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.641861,-76.591964,0,0,0,0,0,0,
"La Suiza","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.847214,-76.463597,0,0,0,0,0,0,
"Hacienda El Dorado","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.838161,-76.4492,0,0,0,0,0,0,
"Hacienda El Topacio","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1988",3.95425,-76.469644,0,0,0,0,0,0,
"Ceilán","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1988",3.883361,-76.473389,0,0,0,0,0,0,
"Altamira","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.868328,-76.462258,0,0,0,0,0,0,
"La Amapola","Valles alto Calima y alto y medio del Cauca","Bray, Herrera, & Cardalle de Schrimpff, 1981",3.655564,-76.555542,0,0,0,0,0,0,
"Arboledas, La Ventura","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.640278,-76.577858,0,0,0,0,0,0,
"La Sofía Bitaco","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.660731,-76.542392,0,0,0,0,0,0,
"La Boliva","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.644747,-76.57965,0,0,0,0,0,0,
"Rancho Grande","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.651008,-76.557942,0,0,0,0,0,0,
"Ocache","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.705267,-76.501503,0,0,0,0,0,0,
"La Purilia","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1996",3.650289,-76.570936,0,0,0,0,0,0,
"Guacas","","Proyecto Embalse Brut. Programa de Arqueología Preventiva. Informe de la fase de prospección arqueológica. Museo Arqueológico Calima., 1999",4.324461,-76.248844,0,0,0,0,0,0,
"Almagas","Valles alto Calima y alto y medio del Cauca","Blanco, 1999",3.613678,-76.483547,0,0,0,0,0,0,
"Hacienda el Alisal","Valles alto Calima y alto y medio del Cauca","Benavides Russi, 1993",3.63275,-76.276539,0,0,0,0,0,0,
"Hacienda El Trejo","Valles alto Calima y alto y medio del Cauca","Benavides Russi, 1993",3.6554,-76.326022,0,0,0,0,0,0,
"Monte Alto","","Cubillos,1955",1.464411,-78.813933,0,0,0,0,0,0,
"Molanga","","Méndez Gutiérrez, 1996",2.434767,-76.592097,0,0,0,0,0,0,
"Torres 1 a 11","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1997",3.193022,-76.386717,0,0,0,0,0,0,
"Torres 12 a 20","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1997",3.237175,-76.401767,0,0,0,0,0,0,
"Torres 21 a 30","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1997",3.260078,-76.416194,0,0,0,0,0,0,
"Torres 31 a 40","Valles alto Calima y alto y medio del Cauca","Patiño Castaño, 1997",3.277072,-76.438942,0,0,0,0,0,0,
"Torres 41 a 48","","Patiño Castaño, 1997",3.29905,-76.461381,0,0,0,0,0,0,
"Torres 49 a 53","","Patiño Castaño, 1997",3.326558,-76.486283,0,0,0,0,0,0,
"Torres 54 a 60","","Patiño Castaño, 1997",3.343833,-76.516322,0,0,0,0,0,0,
"El Llanaje 1","Costa Pacífica","Patiño Castaño, 1993",1.959939,-78.582886,0,0,0,0,0,0,
"El Cocal","Costa Pacífica","Patiño Castaño, 1993",1.986169,-78.582917,0,0,0,0,0,0,
"Maina","Costa Pacífica","Patiño Castaño, 1993",1.9724,-78.663553,0,0,0,0,0,0,
"Zipaquirá V","Altiplano Cundiboyacense","Cardale de Schrimpff, 1981",5.016697,-74.012578,0,0,0,0,0,0,
"Buenavista","Costa Pacífica","Patiño Castaño, 1993",2.052889,-78.605856,0,0,0,0,0,0,
"Las Peñas","Costa Pacífica","Patiño Castaño, 1993",2.067825,-78.601672,0,0,0,0,0,0,
"El Esfuerzo","Costa Pacífica","Patiño Castaño, 1993",2.093381,-78.569922,0,0,0,0,0,0,
"El Llanito","","Patiño Castaño, & Gnecco, 1992",2.051344,-77.134444,0,0,0,0,0,0,
"Versalles","","Patiño Castaño, & Gnecco, 1992",2.053219,-77.104639,0,0,0,0,0,0,
"Angulo","","Patiño Castaño, & Gnecco, 1992",2.043917,-77.112475,0,0,0,0,0,0,
"El Puro","","Patiño Castaño, & Gnecco, 1992",2.022408,-77.121292,0,0,0,0,0,0,
"Guayabal","","Patiño Castaño, & Gnecco, 1992",2.006225,-77.039317,0,0,0,0,0,0,
"Puerto Rico","","Patiño Castaño, & Gnecco, 1992",1.938456,-77.200017,0,0,0,0,0,0,
"El Mirador","","Patiño Castaño, & Gnecco, 1992",1.923031,-77.202958,0,0,0,0,0,0,
"Zipaquirá III","Altiplano Cundiboyacense","Cardale de Schrimpff, 1981",5.016697,-74.014381,0,0,0,0,0,0,
"Palogordo","","Lleras Pérez, & Vargas Escobar, 1990",6.730344,-73.177956,0,0,0,0,0,0,
"Garoza","","Patiño Castaño, 1988",2.580239,-77.898833,0,0,0,0,0,0,
"Finca de Manuel Cuero","","Patiño Castaño, 1988",2.646236,-77.841211,0,0,0,0,0,0,
"Finca de Alonso Aragón","","Patiño Castaño, 1988",2.643714,-77.810114,0,0,0,0,0,0,
"Finca de Andrés Caicedo","","Patiño Castaño, 1988",2.670547,-77.82545,0,0,0,0,0,0,
"El Cuerval 14 y 15","","Patiño Castaño, 1988",2.732481,-77.794408,0,0,0,0,0,0,
"Finca San Miguel","","Patiño Castaño, 1988",2.734147,-77.755994,0,0,0,0,0,0,
"Finca de Luisa Grueso","","Patiño Castaño, 1988",2.746114,-77.770669,0,0,0,0,0,0,
"Concepción","","Patiño Castaño, 1988",2.751994,-77.776139,0,0,0,0,0,0,
"Villa María","","Patiño Castaño, 1988",2.79435,-77.748394,0,0,0,0,0,0,
"Las Delicias","","Patiño Castaño, 1988",2.823925,-77.716731,0,0,0,0,0,0,
"La Cocotera","","Patiño Castaño, 1988",2.83605,-77.694139,0,0,0,0,0,0,
"San Miguel","","Patiño Castaño, 1988",2.729011,-77.679853,0,0,0,0,0,0,
"Francia","","Patiño Castaño, 1988",2.782025,-77.670217,0,0,0,0,0,0,
"Incora","","Patiño Castaño, 1988",2.773519,-77.673567,0,0,0,0,0,0,
"Omega","","Patiño Castaño, 1988",2.560525,-77.878383,0,0,0,0,0,0,
"Bonanza 3 y 4","","Patiño Castaño, 1988",2.551264,-77.863458,0,0,0,0,0,0,
"El Partidero","","Patiño Castaño, 1988",2.550583,-77.787639,0,0,0,0,0,0,
"Juanico 6 y 7","","Patiño Castaño, 1988",2.586753,-77.777658,0,0,0,0,0,0,
"El Cerrito","","Patiño Castaño, 1988",2.807414,-77.683358,0,0,0,0,0,0,
"San Francisco","","Méndez Gutierrez, 2007",2.442756,-76.608122,0,0,0,0,0,0,
"Subestación Atlántico","","Otero de Santos, 1998",10.90255,-74.870131,0,0,0,0,0,0,
"Yacimientos 1-4","","Flórez,  2008",4.093611,-74.958611,0,0,0,0,0,0,
"La Fonda","","Bernal Ruíz, 1990",5.103333,-75.212778,0,0,0,0,0,0,
"Las Brisas","","Bernal Ruíz, 1990",5.102222,-75.203611,0,0,0,0,0,0,
"Calzón de Oro","","Cifuentes Toro, 1991",5.127778,-74.735278,0,0,0,0,0,0,
"Arrancaplumas","","Cifuentes Toro, 1991",5.185,-74.743611,0,0,0,0,0,0,
"Embarcadero","","Cifuentes Toro, 1991",5.228889,-74.753056,0,0,0,0,0,0,
"Susatá","Altiplano Cundiboyacense","Correal Urrego, 1987",5.115656,-73.846014,0,0,0,0,0,0,
"Perico","","Cifuentes Toro, 1991",5.273611,-74.759167,0,0,0,0,0,0,
"La petrolia (Petrolera)","","Cifuentes Toro, 1991",5.260278,-74.718056,0,0,0,0,0,0,
"Las pavas","","Cifuentes Toro, 1991",5.241944,-74.714444,0,0,0,0,0,0,
"Bodegas","","Cifuentes Toro, 1991",5.231389,-74.720556,0,0,0,0,0,0,
"La Estrella","","Cifuentes Toro, 1991",5.113611,-74.707222,0,0,0,0,0,0,
"Las Margaritas Fe de Dios","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.070228,-74.153639,0,0,0,0,0,0,
"San Angel","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.060556,-74.153253,0,0,0,0,0,0,
"Loma Fresca","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.069122,-74.147942,0,0,0,0,0,0,
"Puerta Grande","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.059694,-74.143736,0,0,0,0,0,0,
"Canal Cacahuero","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.056053,-74.130583,0,0,0,0,0,0,
"Los olivos","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.086192,-74.131342,0,0,0,0,0,0,
"Caño Gallinas","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.077294,-74.136431,0,0,0,0,0,0,
"La Horqueta","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Rodríguez Triviño, & Barranco Sánchez, 2010",10.021658,-74.164494,0,0,0,0,0,0,
"Policarpa","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel Dolmatoff, & Dussan de Reichel Dolmatoff, 1954",9.790003,-74.793042,0,0,0,0,0,0,
"Jabonal","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel Dolmatoff, & Dussan de Reichel Dolmatoff, 1954",9.789069,-74.794519,0,0,0,0,0,0,
"Padula I-II","","Behar Asís, 1976",9.654233,-75.135681,0,0,0,0,0,0,
"Emperatríz","","Behar Asís, 1976",9.614411,-75.047386,0,0,0,0,0,0,
"Malambo","","Angulo Valdés, 1981",10.836111,-74.670556,0,0,0,0,0,0,
"Los Mangos","","Angulo Valdés, 1981",10.845833,-74.759722,0,0,0,0,0,0,
"Parque Eólico Jepirachi","","Ruiz Arango, & Cárdenas, 2002",12.234897,-72.045342,0,0,0,0,0,0,
"Yacimiento 86 Patón","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Moscoso,&  López, 2007",10.433558,-75.210036,0,0,0,0,0,0,
"Terraza Alto Bosque","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bernal González,& Orjuela Orjuela, 1994",10.273456,-75.438719,0,0,0,0,0,0,
"Escuela Pública","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Bernal González,& Orjuela Orjuela, 1994",9.270353,-74.876297,0,0,0,0,0,0,
"Tubara","","Angulo Valdés, 1951",10.873128,-74.978022,0,0,0,0,0,0,
"Mesitas","","Bernal Arévalo, 1999",1.8833,-76.2833,0,0,0,0,0,0,
"La Pelota","Alto Magdalena","Cuervo Marquéz, 1920",1.902972,-76.278528,0,0,0,0,0,0,
"Ullumbe","Alto Magdalena","Cubillos,1991",1.8737,-76.2553,0,0,0,0,0,0,
"Matanzas","","Cuervo Marquéz, 1920",1.853631,-76.221911,0,0,0,0,0,0,
"Uyumbe","","Cuervo Marquéz, 1920",1.875481,-76.248339,0,0,0,0,0,0,
"Las Mesas","Alto Magdalena","Preuss, 1974",1.896564,-76.288444,0,0,0,0,0,0,
"El Diviso","Alto Magdalena","Meléndez Ortega, 1987",1.887769,-75.95,0,0,0,0,0,0,
"Cascajal","","Meléndez Ortega, 1987",1.925431,-75.947069,0,0,0,0,0,0,
"Olicual","Alto Magdalena","Meléndez Ortega, 1987",1.985811,-75.966981,0,0,0,0,0,0,
"San Marcos","Alto Magdalena","Meléndez Ortega, 1987",1.971319,-75.961061,0,0,0,0,0,0,
"Las Peñas","Alto Magdalena","Meléndez Ortega, 1987",1.967211,-75.9422,0,0,0,0,0,0,
"Alto Pericongo","Alto Magdalena","Ordoñez Hurtado, 2006",2.0272,-75.86,0,0,0,0,0,0,
"La Estrella","","Preuss, 1974",1.874639,-76.2752,0,0,0,0,0,0,
"La Parada","Alto Magdalena","Preuss, 1974",1.882989,-76.299969,0,0,0,0,0,0,
"El Tablón","Alto Magdalena","Preuss, 1974",1.901769,-76.274089,0,0,0,0,0,0,
"El Estrecho","Alto Magdalena","Preuss, 1974",1.93335,-76.287789,0,0,0,0,0,0,
"Jabon","Alto Magdalena","Preuss, 1974",1.9385,-76.325031,0,0,0,0,0,0,
"Isla de Mantequera","","Quintana Urrea,  2004",7.987819,-73.924328,0,0,0,0,0,0,
"Arroyo Majayura","","Rivera Escobar, 1992",11.174508,-72.263675,0,0,0,0,0,0,
"Las Marias","","Botiva Contreras,1982",11.009036,-72.671331,0,0,0,0,0,0,
"El Peñon","","Botiva Contreras,1982",11.066428,-72.673075,0,0,0,0,0,0,
"El Dificil","","Botiva Contreras,1982",11.069803,-72.668325,0,0,0,0,0,0,
"El Palmar","","Botiva Contreras,1982",11.089228,-72.652917,0,0,0,0,0,0,
"El Fermín","","Botiva Contreras,1982",11.081808,-72.649575,0,0,0,0,0,0,
"Tengo Ganas","","Botiva Contreras,1982",11.096253,-72.630558,0,0,0,0,0,0,
"Rosa Blanca","","Botiva Contreras,1982",11.145689,-72.579194,0,0,0,0,0,0,
"Punta Media Luna","","Botiva Contreras,1982",12.256828,-71.962,0,0,0,0,0,0,
"Voyaverla KM 2+050","","González, & Poveda Matallana, 2000",9.459772,-74.988056,0,0,0,0,0,0,
"K2+050 Sitio 001","","Chacín Lara,1999",9.449361,-74.990786,0,0,0,0,0,0,
"Finca Portacelli Loc-2","","Socarrás, 2003",10.943064,-72.805092,0,0,0,0,0,0,
"Finca Oreganal Loc-4","","Socarrás, 2003",10.979528,-72.76385,0,0,0,0,0,0,
"El Fermín I","","Langebaek Rueda, Cuellar, & Dever, 1998",11.081814,-72.649575,0,0,0,0,0,0,
"Providencia I y II","","Langebaek Rueda, Cuellar, & Dever, 1998",11.161608,-72.5286,0,0,0,0,0,0,
"Puerto Hormiga","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel Dolmatoff, 1965",10.126078,-75.480589,0,0,0,0,0,0,
"Sector A (JR 001)","","Rivera, Ramírez, Vasquez, Ome, & Cruz, 2008",9.673,-73.469917,0,0,0,0,0,0,
"Sector A (JR 002)","","Rivera, Ramírez, Vasquez, Ome, & Cruz, 2008",9.672389,-73.459889,0,0,0,0,0,0,
"Sitio GR 001","","Rivera, Ramírez, Vasquez, Ome, & Cruz, 2008",9.711417,-73.46575,0,0,0,0,0,0,
"Sitio GR 003","","Rivera, Ramírez, Vasquez, Ome, & Cruz, 2008",9.677972,-73.492306,0,0,0,0,0,0,
"Santa Helena 004","","Rodríguez Triviño, 2007",10.935378,-73.042842,0,0,0,0,0,0,
"El Espinito 005","","Rodríguez Triviño, 2007",10.9166,-73.028964,0,0,0,0,0,0,
"Casa Roja 010","","Rodríguez Triviño, 2007",10.841953,-72.9786,0,0,0,0,0,0,
"Morrocones 012","","Rodríguez Triviño, 2007",10.793839,-73.032994,0,0,0,0,0,0,
"El Cercado 013","","Rodríguez Triviño, 2007",10.90505,-72.991544,0,0,0,0,0,0,
"Hatico Genara 014","","Rodríguez Triviño, 2007",10.799719,-73.023081,0,0,0,0,0,0,
"Sitio 1","","Chacín Lara, 2005",9.427858,-75.114519,0,0,0,0,0,0,
"Sitio 2","","Chacín Lara, 2005",9.408906,-75.1216,0,0,0,0,0,0,
"Sitio 5","","Chacín Lara, 2005",9.400272,-75.015281,0,0,0,0,0,0,
"Moscopán","","Chaves Mendoza, &  Puerta Restrepo, 1976",2.242931,-76.155981,0,0,0,0,0,0,
"Aguabonita","Alto Magdalena","Chaves Mendoza, &  Puerta Restrepo, 1976",2.323639,-76.102681,0,0,0,0,0,0,
"Valle de la Plata","Alto Magdalena","Piñeros Soler, 1988",2.236667,-76.111111,0,0,0,0,0,0,
"La Cantera sondeo 6","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.33525,-75.433306,0,0,0,0,0,0,
"Media Tapa sondeo 33","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.326722,-75.436472,0,0,0,0,0,0,
"Sitio Álcalis","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.328806,-75.43775,0,0,0,0,0,0,
"Tegusigalpa sondeo 44","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.315806,-75.4395,0,0,0,0,0,0,
"Río Seco sondeo 60","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.318861,-75.437139,0,0,0,0,0,0,
"Nicaragua sondeo 82","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.320917,-75.433194,0,0,0,0,0,0,
"Bocado del Rey sondeo 67","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.316167,-75.433356,0,0,0,0,0,0,
"Reforestación de Teca Santa Ana Sondeo 138","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Botero Arcila, 2008",10.318556,-75.449556,0,0,0,0,0,0,
"Anchalá 1","Alto Magdalena","García, 2010",2.361997,-75.890925,0,0,0,0,0,0,
"Anchalá 1","Alto Magdalena","Buitrago Casas, &  Pinto Moreno, 2009",2.361039,-75.8999,0,0,0,0,0,0,
"VP0951","Alto Magdalena","Drennan, & Herrera, 2001",2.383281,-75.893469,0,0,0,0,0,0,
"Campo Petrolero Cebú","","Botiva Contreras, 1989",2.997869,-75.268739,0,0,0,0,0,0,
"Fortalecillas","","Cháves Mendoza, &  Puerta Restrepo, 1981",3.036431,-75.252811,0,0,0,0,0,0,
"Cañada Norte-5kc Ps-B4","Alto Magdalena","Gutiérrez Olano, 2008",2.403556,-75.655111,0,0,0,0,0,0,
"Q71","","Pérez Riaño, 2008",2.444881,-75.591811,0,0,0,0,0,0,
"Cañada Norte","","Gutiérrez Olano, 2008",2.440886,-75.669633,0,0,0,0,0,0,
"VP0357","Alto Magdalena","Drennan, & Herrera, 2001",2.431639,-75.768489,0,0,0,0,0,0,
"UPAR-04","","Casallas Fernández, & Roncancio, 2006",2.888731,-75.455131,0,0,0,0,0,0,
"UPAR-05","","Casallas Fernández, & Roncancio, 2006",2.862139,-75.447089,0,0,0,0,0,0,
"UPAR-03","","Casallas Fernández, & Roncancio, 2006",2.85935,-75.42965,0,0,0,0,0,0,
"Q-30","Alto Magdalena","Pérez Riaño, 2008",2.1747,-75.72495,0,0,0,0,0,0,
"El Mirador","","Peña Rairán, 2000",1.797431,-76.186011,0,0,0,0,0,0,
"Bruselas","","Peña Rairán, 2000",1.775819,-76.183731,0,0,0,0,0,0,
"Campo Bello","","Peña Rairán, 2000",1.779369,-76.1608,0,0,0,0,0,0,
"La Burrera","","Peña Rairán, 2000",1.807969,-76.1389,0,0,0,0,0,0,
"Línea HEP 2002-1060","","Rivera Escobar, & Hernández, 2003",2.004981,-76.160239,0,0,0,0,0,0,
"Monte Redondo","","Llanos Vargas, 1988",1.986589,-76.073181,0,0,0,0,0,0,
"La Argentina","","Llanos Vargas, 1988",1.989831,-76.072869,0,0,0,0,0,0,
"El Neme","","Llanos Vargas, 1988",2.00915,-76.120711,0,0,0,0,0,0,
"Cañón del río Granates ","Alto Magdalena","Llanos Vargas, 1988",2.079681,-76.206939,0,0,0,0,0,0,
"Santa Elena","Alto Magdalena","Llanos Vargas, 1988",2.07755,-76.2031,0,0,0,0,0,0,
"Begonia","Alto Magdalena","Llanos Vargas, 1988",2.071081,-76.189719,0,0,0,0,0,0,
"Cabaña","Alto Magdalena","Moreno González,1987",2.001639,-76.130769,0,0,0,0,0,0,
"Medianias","","Moreno González,1987",2.009789,-76.154219,0,0,0,0,0,0,
"Guayabito","","Moreno González,1987",2.012381,-76.081069,0,0,0,0,0,0,
"El Mondey","","Moreno González,1987",2.025539,-76.115719,0,0,0,0,0,0,
"El Mondey","","Moreno González,1990",2.031389,-76.1123,0,0,0,0,0,0,
"Línea HEP 2002-1210","Alto Magdalena","Rivera Escobar, & Hernández, 2003",2.067631,-76.1809,0,0,0,0,0,0,
"Línea HEP 2002-1430","Alto Magdalena","Rivera Escobar, & Hernández, 2003",2.100961,-76.171661,0,0,0,0,0,0,
"Alto de Lavapatas o La Cima","","Duque Gómez, & Cubillos, 1988",1.892139,-76.301069,0,0,0,0,0,0,
"La Estación","Alto Magdalena","Duque Gómez, 1981",1.8864,-76.304289,0,0,0,0,0,0,
"Mesita A","Alto Magdalena","Duque Gómez, & Cubillos, 1983",1.8865,-76.302839,0,0,0,0,0,0,
"Mesita B","","Duque Gómez, & Cubillos, 1983",1.8865,-76.301069,0,0,0,0,0,0,
"Llanura de Matanzas","","Preuss, 1974",1.8511,-76.221381,0,0,0,0,0,0,
"Uyumbe","","Preuss, 1974",1.872519,-76.253861,0,0,0,0,0,0,
"Loma Las Brisas","","Forero Romero, 2001",11.420664,-73.054661,0,0,0,0,0,0,
"Sector 2 Área Enterramiento","","Forero Romero, 2001",11.420647,-73.05705,0,0,0,0,0,0,
"Sector 3 Guayacan","","Forero Romero, 2001",11.421575,-73.056811,0,0,0,0,0,0,
"La Isla","","Universidad de Antioquia, 1982",9.708286,-75.651197,0,0,0,0,0,0,
"Marta","","Universidad de Antioquia, 1982",9.624433,-75.570175,0,0,0,0,0,0,
"Pila N° 8","","Flórez Olaya, 2004",9.161311,-74.243156,0,0,0,0,0,0,
"Río I-III-IV-V-VI","","CARBOCOL, 1983",11.086361,-72.652867,0,0,0,0,0,0,
"El Bufel","","CARBOCOL, 1983",11.090261,-72.665628,0,0,0,0,0,0,
"El Alto I-II","","CARBOCOL, 1983",11.095817,-72.671603,0,0,0,0,0,0,
"Corral I-II","","CARBOCOL, 1983",11.090756,-72.65935,0,0,0,0,0,0,
"Ceiba II","","CARBOCOL, 1983",11.090983,-72.660483,0,0,0,0,0,0,
"Porvenir I-II","","CARBOCOL, 1983",11.0872,-72.662506,0,0,0,0,0,0,
"Soledad I-II","","CARBOCOL, 1983",11.089017,-72.660697,0,0,0,0,0,0,
"Arrancaplumas","","Cifuentes Toro, 1991",5.176894,-74.748786,0,0,0,0,0,0,
"Mesita B","","Pérez de Barradas, 1943",1.8865,-76.301081,0,0,0,0,0,0,
"Santa Rosalía de Palermo","","Pérez de Barradas, 1943",1.888589,-76.301169,0,0,0,0,0,0,
"Quebradillas","Alto Magdalena","Pérez de Barradas, 1943",1.889219,-76.298681,0,0,0,0,0,0,
