Número Laboratorio,Fecha AP,Región,Sitio,Fecha aC/dC,Etapa,Referencia,Título,Página,Tipo de fecha,Material,Fecha cristiana,Variación,Nivel,Profundidad,Contexto,Estructura,Período,Comentario,Incongruencias,Uso
Beta 88925,1750,,La Floresta-Yacimiento 08,,Cacicazgos,CISH 1996,Programa de prospección arqueológica de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,200,90,,,,,,Información Erigaie,FALSE,FALSE
Beta 88926,1500,,El Ingenio-Yacimiento 14,,Cacicazgos,CISH 1996,Programa de prospección arqueológica de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,,110,,,,,,Información Erigaie.,TRUE,FALSE
Beta 88927,1960,Macizo Antioqueño,San Roque,,Cacicazgos,Santos et al 1998,El Volador: una ventana al pasado del Valle de Aburrá.,10,,,-10,60,,,,,Ferrería,"Texto presentado a los Premios Nacionales de Antropología, 1998. Cita como fuente a Santos, Correa, Bermidez y Nieto 1998, pero no esta en la bibliografía del texto en cuestión. La fecha es del Yacimiento 16, en San Roque. En el catalogo de Erigaie sale como La Linda-Yacimiento 16.",FALSE,FALSE
Beta 88928,720,,Yolombó-Yacimiento 16A,,Cacicazgos,CISH 1996,Programa de prospección arqueológica de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,1230,80,,,,,,,FALSE,FALSE
Beta 88930,140,,Barbosa-Yacimiento 30,,Republicano,CISH 1996,Centro de Investigaciones de la Facultad de Ciencias Sociales y Humanas (CISH). Programa de prospección arqueológica de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,1810,50,,,,,,Tabla Erigaie.,TRUE,FALSE
Beta 90210,430,,La Quinta,,Cacicazgos,Pulido 1996,Análisis del material arqueológico recuperado durante las excavaciones del punto K4+750 del gasoducto Montañuelo-Gualanday.,,,,1520,70,,,,,,Información catalogo Erigaie,FALSE,FALSE
Beta 90211,250,,La Quinta,,Colonial,Pulido 1996,Análisis del material arqueológico recuperado durante las excavaciones del punto K4+750 del gasoducto Montañuelo-Gualanday.,,,,1700,80,,,,,,Información catalogo Erigaie,FALSE,FALSE
Beta 92198,330,Magdalena medio,Puerto Chapetón,,Colonial,Cifuentes 1994,Tradición alfarera de la Chamba.," 20, 23",C-14,Carbón,1620, 60,,,,,,"Corte 1, Cerámica del Grupo Café Presionado, Chamba Rojo Pulido y subgrupo Chamba Negro.",FALSE,FALSE
Beta 92607,820,,El Porvenir-Yacimiento 03,,Cacicazgos,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,1130,70,,,,,,,FALSE,FALSE
Beta 92609,690,,La laguna-Yacimiento 23,,Cacicazgos,Santos 1996,Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,1260,60,,,,,,,FALSE,FALSE
Beta 93154,8380,,El Antojo-Yacimiento 4,,Paleoindio,"Múnera, Monsalve & Botero 1997",Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,-6430,60,,,,,,Información Erigaie.,TRUE,FALSE
Beta 93275,10030,Valles alto Calima y alto y medio del Cauca,San Isidro,,Paleoindio,Gnecco & Bravo 1994,"Análisis sintáctico de la tecnologíade reducción bifacial en San Isidro, un sitio de cazadores-recolectores del holoceno temprano.",83,C-14,Carbón,-7580,60,,,,,,Se fecho por aceleración un semilla carbonizada,FALSE,FALSE
Beta 9371,790,Montaña Santandereana,Los Santos-Los Teres,1350,Cacicazgos,"Cadavid, 1984",Investigaciones arqueológicas en el área Guane,149,C-14,Carbón,1160,190,,12-20,,,Guane, Corte I,FALSE,FALSE
Beta 9372,860,Sierra Nevada,Buritaca 200,,Cacicazgos,"Cadavid, 1986;1982",Fecha para un basurero en Buritaca 200.,23,C-14,,1090,110,,,,,,Estrato de tierra negra muy fina suelta con alto contenido de ceniza. Aporto el 70% de material cerámico.  Ver Cadavid & Groot (1987). Ocupación de la terraza inferior.,FALSE,FALSE
Beta 9466,1210,Valles alto Calima y alto y medio del Cauca,La Llanada,,Cacicazgos,"Salgado, 1986",Asentamientos prehispánicos en el  noroccidente del Valle del Cauca.,114,C-14,Crabón,740,80,,110-150,,,,La Llanada III Plataforma 17. En la  tabla de la fundación aparece como el sitio como Alto de la Soledad.,FALSE,FALSE
Beta 9467,1000,Valles alto Calima y alto y medio del Cauca,La Llanada,,Cacicazgos,"Salgado, 1986",Asentamientos prehispánicos en el  noroccidente del Valle del Cauca.,114,C-14,Carbón,950,60,,40-50,,,Guabas-Buga,Bray (1989:110) piensa que esta fecha suguiere que el estilo Buga-Guabas comienza antes en el norte del Valle del Cauca.La Llanada III Plataforma 17,FALSE,FALSE
Beta 94931,730,Valles alto Calima y alto y medio del Cauca,El Oro II,,Cacicazgos,"Salgado, 1996",Asentamientos y Enterramientos Prehispánicos Tardíos en el Norte del Valle del Cauca y en el Quindío.,"59, 65, 97",,,1220,60,,,Tumba,,,"Unidad 6B,  Tumba 5, Sitio 6B, Tumba 5, Entierro de individuo adulto. 4 piezas. Granos de maíz. Ver Stuiver et al. (1993).",FALSE,FALSE
Beta 94934,290,Valles alto Calima y alto y medio del Cauca,El Carmelo,,Colonial,Salgado 1996,Asentamientos y enterramientos prehispánicos tardíos en el norte del Valle del Cauca y en el Quindío.,"59, 65, 97",,,1660,70,,,Tumba,,,"Tumba 3.Quindío. No se preservó el cuerpo. Piso de la cámara irregular. 1 cuenco, 1 copa, 1 olla. Ver Stuiver et al. (1993).",FALSE,FALSE
Beta 94935,2490,Valles alto Calima y alto y medio del Cauca,City Gate,,Formativo,"Salgado, 1996",Asentamientos y enterramientos prehispánicos tardíos en el norte del Valle del Cauca y en el Quindío.,"59, 65, 97",,,-540,70,,,Tumba,,Marrón Inciso,"Tumba 1 Quindío, 2 copas, posible entierro individual. Ver Stuiver et al. (1993).",FALSE,FALSE
Beta 94936,560,Valles alto Calima y alto y medio del Cauca,Tarapacá,,Cacicazgos,"Salgado, 1996",Asentamientos y enterramientos prehispánicos tardíos en el norte del Valle del Cauca y en el Quindío.,"59, 65, 97",,,1390,60,,,Tumba,,,"6C, Tumba 1, Sitio 6C, (Quindío), se halló el cráneo de un individuo, probablemente, adulto.1 copa. Ver Stuiver et al. (1993) Radiocarbon..",FALSE,FALSE
Beta 94937,470,Valles alto Calima y alto y medio del Cauca,Cambalache,,Cacicazgos,"Salgado, 1996",Asentamientos y enterramientos prehispánicos tardíos en el norte del Valle del Cauca y en el Quindío.," 59, 65, 97",,,1480,50,,,Tumba,,,"Sitio 6, Tumba 2 Cambalache, Sitio 6. Individuo adulto (40-50 años). Deformación occipitofrontal. Dientes deteriorados por exceso de carbohidratos (probablemente maíz). No se halló material en la cámara. En el relleno del pozo se hallaron dos volantes de huso y fragmentos de cerámica.",FALSE,FALSE
Beta 95058,450,,El Antojo-Yacimiento 4,,Cacicazgos,"Múnera, Monsalve & Botero 1997",Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,1500,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 95059,1760,,El Antojo-Yacimiento 4,,Cacicazgos,"Múnera, Monsalve & Botero 1997",Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,190,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 95060,780,,El Jazmín- Yacimiento 10,,Cacicazgos,Múnera; Monsalve & Botero 1997,Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,1170,70,,,,,,Información Eriagie,TRUE,FALSE
Beta 95061,9020,,El Jazmín- Yacimiento 10,,Paleoindio,Múnera; Monsalve & Botero 1997,Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,-7070,60,,,,,,Información Eriagie,TRUE,FALSE
Beta 95063,4180,,Guayabito-Yacimiento 11,,Formativo,Múnera; Monsalve & Botero 1997,Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,-2230,80,,,,,,,FALSE,FALSE
Beta 95888,7590,,El Jazmín- Yacimiento 10,,Paleoindio,Múnera; Monsalve & Botero 1997,Arqueología de rescate vía alterna de la troncal de occidente: río Campo Alegre-Estadio Santa Rosa de Cabal. Informe Final.,,,,-5640,90,,,,,,Información Eriagie,TRUE,FALSE
Beta 96464,150,Valles alto Calima y alto y medio del Cauca,Potrero Chico-PK 185,,Colonial,Rodríguez 1996,Rescate arqueológico en los sitios PK 185 y PK 185+600 ubicados en la troncal del gasoducto de occidente.,,,,1800,90,,,,,,Informcaión Erigaie,FALSE,FALSE
Beta 96465,460,Valles alto Calima y alto y medio del Cauca,Potrero Chico-PK 185+600,,Cacicazgos,Rodríguez 1996,Rescate arqueológico en los sitios PK 185 y PK 185+600 ubicados en la troncal del gasoducto de occidente.,,,,1490,80,,,,,,Informcaión Erigaie,FALSE,FALSE
Beta 96577,270,,Atuncela II,,Colonial,"Alarcón,1995, 1996; Bernal,1995",Rescate arqueológico en el valle alto del río Dagua.,,,,1680,50,,,,,,Información Fundación Erigaie. Sin Página,TRUE,FALSE
Beta 96579,8320,,La Cabaña 1,,Paleoindio,Alarcón 1995,Rescate arqueológico en el valle alto del río Dagua.,,,,-6370,60,,,,,,"Otras referencias ver sitio, Referencia Erigaie.",FALSE,FALSE
Beta 9689,660,Alto Magdalena,La Marcela,,Cacicazgos,"Patiño, & Gnecco, 1992",Ocupaciones prehispánicas del Alto Patia.,76,C-14,Carbón,1290,60,,,Tumba,,Fase Guachicono,"Tumba 5. Se asocia a tipo Rojo sobre crema, Policromo y pintura roja y 2 más sin decoración Café Arenoso y Rojo friable.",FALSE,FALSE
Beta 97011,2570,,La Morela-Yacimiento 06,,Formativo,Santos;Bermudez; Correa & Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,-620,60,,,,,,Información catalogo Erigaie,FALSE,FALSE
Beta 97012,1940,,La Morela-Yacimiento 06,,Cacicazgos,Santos;Bermudez; Correa & Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,10,80,,,,,,Información catalogo Erigaie,FALSE,FALSE
Beta 97014,1780,,La Morela-Yacimiento 06,,Cacicazgos,Santos;Bermudez; Correa & Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,170,60,,,,,,Información catalogo Erigaie,FALSE,FALSE
Beta 97015,250,,Las Flores-Yacimiento 07,,Colonial,Santos; Bermudez; Correa & Ospina 1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,1700,60,,,,,,Información Erigaie,FALSE,FALSE
Beta 97016,5460,,El Bosque-Yacimiento 22,,Formativo,Santos; Bermudez; Correa. &  Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,-3510,70,,,,,,Información Erigaie,FALSE,FALSE
Beta 97017,2740,,El Bosque-Yacimiento 22,,Formativo,Santos; Bermudez; Correa. &  Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,-790,60,,,,,,Información Erigaie,FALSE,FALSE
Beta 97018,3280,,El Bosque-Yacimiento 22,,Formativo,Santos; Bermudez; Correa. &  Ospina  1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,-1330,70,,,,,,Información Erigaie,FALSE,FALSE
Beta 97019,200,,Los Planes-Yacimiento 23,,Colonial,Santos; Bermudez; Correa & Ospina 1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,1750,60,,,,,,,FALSE,FALSE
Beta 97020,1140,,El Porvenir-Yacimiento 26,,Cacicazgos,"Santos, 1996",Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,810,50,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97021,200,,Molino Viejo-Yacimiento 30,,Colonial,Santos; Bermudez; Correa & Ospina 1996,Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,1750,60,,,,,,Información Erigaie,FALSE,FALSE
Beta 97022,1650,,El Diamante-Yacimiento 32,,Cacicazgos,"Santos, Bermudez, Correa &  Ospina 1996",Programa arqueología de rescate de la línea troncal del gasoducto Sebastopol-Medellín. Informe final.,,,,300,50,,,,,,Información Erigaie,FALSE,FALSE
Beta 97373,1710,Valles alto Calima y alto y medio del Cauca,,,Cacicazgos,Uribe 2005,"Mujeres, calabazos, brillo y tumbaga. Símbolos de vida y transformación en la orfebrería Quimbaya temprana.",67,C-14,Núcleo fundición,240,40,,,,,,El sitio aparece como Antioquia. Colgante zoomorfo. MO 02023.,FALSE,FALSE
Beta 9755,1200,Valles alto Calima y alto y medio del Cauca,El Dorado,,Cacicazgos,"Bray, et al. 1985; 1986:30;1987:463",Report on the 1982 field season in Calima.,23,C-14,Carbón,750,50,Estrato 2,,Campo de cultivo,,Yotoco,El Dorado Camellón 3. No lo antecede un cero en ningún sitio.,TRUE,FALSE
Beta 9756,23750,Valles alto Calima y alto y medio del Cauca,El Dorado,,Paleoindio,"Bray, et al. 1987","The ancient agricultural landscape of Calima, Colombia.",467,C-14,Carbón,-21800,280,Estrato 6,,,,,"No parece estar fechando algo asociado con actividades humanas, están datando la depositación de cenizas. ""At the lower interface of the ash"".",TRUE,FALSE
Beta 9757,25300,Valles alto Calima y alto y medio del Cauca,El Dorado,,Paleoindio,"Bray, et al. 1987","The ancient agricultural landscape of Calima, Colombia.",467,C-14,Carbón,-23350,500,Estrato 6,,,,,"No parece estar fechando algo asociado con actividades humanas, estan datando la depositación de cenizas, igual que beta 9756. ""At the lower interface of the ash"".",TRUE,FALSE
Beta 9758,1850,Valles alto Calima y alto y medio del Cauca,El Dorado,,Cacicazgos,"Bray, et al. 1985",Report on the 1982 field season in Calima.,21,C-14,Carbón,100,320,,,Campo de cultivo,,Yotoco,El Dorado Zanja 4,FALSE,FALSE
Beta 9760,1160,Valles alto Calima y alto y medio del Cauca,El Dorado,,Cacicazgos,"Bray, et al. 1985",Report on the 1982 field season in Calima.,21,C-14,Carbón,790,100,Estrato 2,,Campo de cultivo,,Yotoco,El Dorado Zanja 4,FALSE,FALSE
Beta 97964,690,,Majagual-Yacimiento 39,,Cacicazgos,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,1260,70,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97965,10,,Majagual-Yacimiento 39,,Republicano,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,1940,50,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97966,187,,Majagual-Yacimiento 39,,Colonial,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,1763,,,,,,,Información Erigaie. Esta fecha esta dada como 187.4 años AP y tiene una variación de 1.2. La más rara,FALSE,FALSE
Beta 97967,1870,,Villa Lucero-Yacimiento 12,,Cacicazgos,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,80,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97968,1560,,Villa Lucero-Yacimiento 12,,Cacicazgos,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,390,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97969,1390,,Villa Lucero-Yacimiento 12,,Cacicazgos,"Santos, 1996",Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,560,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 97970,10390,,La Herradura-Yacimiento 27,,Paleoindio,Santos 1996,Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,-8440,90,,,,,,Información Erigaie,FALSE,FALSE
Beta 97973,240,,La Herradura-Yacimiento 27,,Colonial,Santos 1996,Rescate arqueológico de la variante San José del Nus-estación Cisneros-poliducto Sebastopol-Medellín. Sociedades agroalfareras prehispánicas del valle del río Nus.,,,,,80,,,,,,Información Erigaie,FALSE,FALSE
Beta 98105,780,,San Pedro-PK276+700,,Cacicazgos,"Rodríguez, 1996",Rescate arqueológico en los sitios Pk 276+700 y Pk 321+400 ubicados en la troncal del gasoducto de occidente. Informe final.,,,,1170,70,,,,,,Información Erigaie.,FALSE,FALSE
Beta 98106,900,,San Pedro-PK276+700,,Cacicazgos,"Rodríguez, 1996",Rescate arqueológico en los sitios Pk 276+700 y Pk 321+400 ubicados en la troncal del gasoducto de occidente. Informe final.,,,,1050,60,,,,,,Información Erigaie.,FALSE,FALSE
Beta 9858,2110,Valles alto Calima y alto y medio del Cauca,El Topacio,,Cacicazgos,"Cardale, 1986; Bray,1987:452; 1988:5",La cultura Ilama - resultados recientes.,37,C-14,Carbón,-160,100,,,Habitación,,Ilama,"Calibrada en 160, 138, 124 (390 AC-80 DC) en Bray et al. (1988: 5). El N° de Lab. oscila entre Beta 9858 (Bray et al. 1988: 5; Cardale et al. 1989: 6) y Beta 9958 (Bray et al. 1988: 17). Cardale 1986 dice que corresponde al final de la ocupación. En el catalogo de la Fundación Erigaie aparece como Beta 9958.",TRUE,FALSE
Beta 98745,1200,Valles alto Calima y alto y medio del Cauca,Palmira-Pk321+400,,Cacicazgos,"Rodríguez, 1997","Rescate arqueológico sitios Los Arrayanes Pk 91+150, Villamaría-Caldas y El Pomo Pk 7+200 ramal a Manzanares, Fresno-Tolima. Informe final.",,,,750,70,,,,,,Información Erigaie.,FALSE,FALSE
Beta 98746,710,Valles alto Calima y alto y medio del Cauca,Palmira-Pk321+400,,Cacicazgos,"Rodríguez, 1997","Rescate arqueológico sitios Los Arrayanes Pk 91+150, Villamaría-Caldas y El Pomo Pk 7+200 ramal a Manzanares, Fresno-Tolima. Informe final.",,,,1240,70,,,,,,Información Erigaie.,FALSE,FALSE
Beta 9907,800,Macizo Antioqueño,Sopetrán,,Cacicazgos,"Castillo, 1988",Complejos arqueológicos y grupos étnicos del siglo XVI en el occidente de Antioquia.,22,C-14,Carbón,1150,50,,,Tumba,,Inciso borde doblado,Sopetrán Tinajas III. Santos 1995:264.,TRUE,FALSE
Beta 9908,1010,Macizo Antioqueño,Sopetrán,,Cacicazgos,"Castillo, 1988",Complejos arqueológicos y grupos étnicos del siglo XVI en el occidente de Antioquia.,22,C-14,Carbón,940,50,,,Tumba,,Inciso borde doblado,Citado por Botiva (1989). Sopetrán Pozo 3 Area 2. Santos 1995:264,FALSE,FALSE
Beta 99863,6940,Macizo Antioqueño,Porce II,,,Castillo 1998,Los antiguos pobladores del Valle Medio del río Porce. Aproximación inicial desde el estudio arqueológico Porce II.,,,,-4990,70,,,,,,"Citado en Pinto 2003:40. No tengo acceso al original por eso no tiene página. Cantos rodados con bordes desgastados, cuas de piedra, placas planas, hachas con el borde pulido y el cuerpo tallado, martillos, percutores, puntas de flecha en cuarzo, raspadores y cuchillas de cuarzo. Semillas calcinadas, restos de fauna de especies menores. En Pinto 2002:40 aparecen dos fechas con ese mismo número de laboratorio la segunda es de 6470+/-70 para el mismo sitio.",FALSE,FALSE
Beta 99864,5880,Macizo Antioqueño,Porce II,,,Castillo 1998,Los antiguos pobladores del Valle Medio del río Porce. Aproximación inicial desde el estudio arqueológico Porce II.,,,,-3930,80,,,,,,"Citado en Pinto 2003:40. No tengo acceso al original por eso no tiene página. Cantos rodados con bordes desgastados, cuas de piedra, placas planas, hachas con el borde pulido y el cuerpo tallado, martillos, percutores, puntas de flecha en cuarzo, raspadores y cuchillas de cuarzo. Semillas calcinadas, restos de fauna de especies menores.",FALSE,FALSE
BM 1382,1335,Montaña Santandereana,Cueva La Antigua,,Cacicazgos,"Peña, 1991, cita a Bray s.p.",Exploraciones arqueológicas en la cuenca media del río Bogotá.,17,C-14,,615,60,,,,,Preguane,"No hay mayor información sobre el contexto de la datación. Ver discusión entre Therrien (1992), Peña (1993) y López (1991).",TRUE,FALSE
