Contador,Autor,Año,Título,Publicado,Area
6493,"Hoopes, John W.",2005,"The emergence of social complexity in the Chibchan world of southener Central America and Nothern Colombia, AD 300-600.","Journal of Archaeological Research, 13(1):1-47.",Arqueología Colombiana
9240,"Hoopes, John W. & Oscar M. Fonseca Z.",2003,Goldwork and Chibchan Identity: Endogenous change and diffuse unity in the Isthmo-Colombian area.,"Gold and power in ancient Costa Rica, Panama, and Colombia, eds.,  Jeffrey Quilter & John W. Hoopes, pp. 49-89. Dumbarton Oaks Research Library and Collection Washington, D.C. Trustees for Harvard University Washington, D.C.",Arqueología Colombiana
6177,Hooykaas  Eva María,1991,Primera Parte. Areas lingüísticas de Nariño.,"Intento de delimitación del territorio de los grupos  etnicos Pastos y Quillancingas en el altiplano Nariñense, pp. 13-67, Fundación de Investigaciones Arqueológicas Nacionales. Banco de la República,  Bogotá.",Arqueología Colombiana
36211,"Hope Henderson, Helen",2017,La formación de comunidades cacicales y la desigualdad política: retos para comprender el cambio social,"Revista Colombiana de Antropología, 53(1): 241-268.",Arqueología Colombiana
6483,"Hornell, James",1926,"The archaeology of Gorgona Island, south America.","Man, 56(48):401-432.",Arqueología Colombiana
6486,"Hornell, James",1925,"The archaic scultured rocks and stone implements of Gorgona island, south America.","Man, 25(48):81-84.",Arqueología Colombiana
6518,"Horton, Donald",1939,The technology of Santa Marta Pottery.,Mason 1939:399-418.,Arqueología Colombiana
5642,"Hoyos, María Cristina",1985,Investigaciones arqueológicas en el antiguo cacicazgo de Facatativá (Vereda de Pueblo Viejo).,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5718,"Humar, Zoad",1999,La Arqueología Como el Centro de la Humanidad.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5250,"Hurt, Wesley; Gonzalo Correal & Thomas van der Hammen",1976,"Ecology and technology of El Abra rockshelters, Sabana de Bogotá, Colombia.","Indiana University, Bloomington, Ms.",Arqueología Colombiana
6492,"Hurt, Wesley; Thomas van der Hammen & Gonzalo Correal",1976,"The El Abra rockshelters, sabana de Bogotá Colombia south America.","The Quaternary of Colombia, Special Volume, Occasional Paper and Monographa No 2. Indiana University Museum pp.1-56 Bloomington, Indiana.",Arqueología Colombiana
5182,ICAN,1997,Boletín del patrimonio arqueológico. Ley General de cultura.,"Instituto Colombiano de Antropología, CONAP. Número especial.",Arqueología Colombiana
5498,"Ijzereef, Gerard",1987,Faunal remains from the El Abra Rock shelter (Colombia).,"Palaeogeography, Palaecolimatology, Palaeoecology, 25:163-177. Amsterdam.",Arqueología Colombiana
4973,"Illera, Carlos",1980,"Aportes teóricos a la revaluación del concepto de ""Cultura Calima"".","Antropológicas, 2:61-66",Arqueología Colombiana
5428,"Illera, Carlos",1983,Excavaciones arqueológicas en Guabas-Guacarí- valle del Cauca.,"Historia y Espacio, 2(8):114-129.",Arqueología Colombiana
6424,"Illera, Carlos",1978,"Secuencia arqueológica del municipio de Calima, El Darién, valle y su relación con las culturas de las áreas vecinas.","Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
6250,"Illera, Carlos & Cristóbal, Gnecco",1986,Puntas de proyectil en el valle de Popayán.,"Boletín del Museo del Oro, 17:45-58.",Arqueología Colombiana
6319,Ingetec S.A. Ingenieros consultores,1997,Reposición del poliducto del pacífico entre el sitio El Gallinero y el corregimiento de Mulaló. Monitoreo arqueológico. Informe final.,"ICAN, Inédito.",Arqueología Colombiana
4865,"Jaramilllo, Jaime",1946,A Propósito de algunas piezas inéditas de orfebrería Chibcha.,Revista del Instituto Etnológico Nacional 2(2):60-71.,Arqueología Colombiana
35887,"Jaramillo E., Luis Gonzalo",2008,El “Complejo “Tesorito” y la ocupac ión humana en la región Quimbaya,"Aguas arriba y aguas abajo: de la arqueología en las márgenes del Río Cauca, curso medio, ed., Luis Gonzalo Jaramillo E.  pp 5-30 Universidad de Los Andes, Facultad de Ciencias Sociales, Departamento de Antropología, CESO, Ediciones Uniandes",Arqueología Colombiana
36301,"Jaramillo E., Luis Gonzalo & Augusto Oyuela",1994,Colombia: a quantitative analysis.,"History of Latin American Archaeology, ed., Augusto Oyuela, pp. 49-68.Worldwide Archaeology Series,  Avebury. Hampshire, England.",Arqueología Colombiana
6112,"Jaramillo, Alexis",1999,Patrones de uso ambientales en el Magdalena medio.,Segunda Jornada Arqueológica. Universidad de Antioquia. Septiembre 2. Inédito.,Arqueología Colombiana
6111,"Jaramillo, Alexis & Neyla Castillo Espitia",1999,Patrones de uso ambiental en la región del Río Porce al Norte el Valle de Aburrá - Antioquia.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
6276,"Jaramillo, Luis Gonzálo",1987,Reconocimiento regional sistemático en el Municipio de La Argentina-Huila.,"Boletín de Arqueología, 2(2):26-31.",Arqueología Colombiana
5630,"Jaramillo, Luis Gonzálo",1989,"Investigación arqueológica en los municipios de Chinchiná, Palestina, Villamaría y Santa Rosa de Cabal.","Boletín de Arqueología, 4(1):29-40.",Arqueología Colombiana
5198,"Jaramillo, Luis Gonzálo",1996,"Cacicazgos Prehispánicos del Valle de la Plata, Tomo 3. La estructura socioeconómica de las comunidades del Formativo 3.","University of Pittsburgh Memoirs in Latin American Archaeology No 10. Pittsburgh - Bogotá: University of Pittsburgh, Department of Anthropology - Universidad de los Andes, Departamento de Antropología.",Arqueología Colombiana
5629,"Jaramillo, Luis Gonzálo",1988,"Investigación arqueológica en los municipios de Chinchiná, Palestina y Santa Rosa de Cabal.","Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5537,"Jaramillo, Luis Gonzálo",1995,Guerra y canibalismo en el valle del río Cauca en la época de la conquista española.,"Revista Colombiana de Antropología, 32: 41-84.",Arqueología Colombiana
6273,"Jaramillo, Luís Gonzalo, Leonardo Iván Quintana, Samir Enríquez",2001,"Reconocimiento arqueológico en los municipios de Buenavista, Circasia, Córdoba, Montenegro, Quimbaya(Quindio) y Chinchinóa (Caldas).","Arqueología preventiva en el eje cafetero. Reconocimiento y rescate arqueológico en los municipios jurisdicción del Fondo, FOREC.Vol XI.Patrimnio Arqueológico en el ordenamiento territorial. P 17-37 Instituto Colombiano de Antropología e Historia. Bogotá.",Arqueología Colombiana
4852,"Jaramillo, Luis Gonzalo; Liliana Villegas &  Amanda Rueda",1999,¿Qué y cómo preservar?  Reflexiones en Torno a la Conformación y el Manejo de las Colecciones de Referencia Cerámicas.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
11950,"Jiménez Santofimio, Camilo",2012,El pasado nazi de Reichel-Dolmatoff.,Revista Arcadia.com 2012-08-13,Arqueología Colombiana
5918,"Jiménez, Edith",1945,Los Guana: lecciones de prehistoria para primeros conocimientos.,"Boletín del museo arqueológico de Colombia, 1(3):249-261.",Arqueología Colombiana
6678,"Jiménez, Edith",1945,Una colección de cerámica Guane.,"Boletín de Arqueología, 2(56):413-421.",Arqueología Colombiana
6147,"Jones, Julie",1974,Precolumbian Gold.,"El Dorado: the gold of anvient Colombia, pp. 21-31. New York: center for inter American relations and the American federation of arts.",Arqueología Colombiana
36053,"Jurado Jaramillo, Daniel Stiven",2014,La casa y el enterramiento indígena. Procesos de territorialización del rito de la muerte,"Universidad Nacional de Colombia, Facultad de Ingeniería y Arquitectura, Escuela de Arquitectura y Urbanismo. Maestría en Hábitat
Manizales, Colombia",Arqueología Colombiana
5715,Kabuya,1996,"La ""danza"" de la arqueología de rescate.","Revista KABUYA, crítica antropológica. Nº 4 (noviembre). Bogotá: Grupo de trabajo. Universidad Nacional de Colombia.",Arqueología Colombiana
6536,Kabuya,1996,Tras la modernización de la arqueología.,"Revista KABUYA, crítica antropológica. Nº 1 (mayo). Bogotá: Grupo de trabajo. Universidad Nacional de Colombia.",Arqueología Colombiana
8827,"Karadimas, Dimitri",2005,¿Cómo llegar a ser un astro? Orfebrería y escatología.,"Chamanismo y sacrificio. Perspectivas arqueológicas y etnológicas en sociedades indígenas de América del Sur, eds., Chaumael, J.P, R. Pineda, J. F. Bouchard, pp 177-199. FIAN, Banco de República. Instituto Francés de Estudios Andinos.",Arqueología Colombiana
32098,"Keyeux, Genoveva, Clemencia Rodas, Nancy Gelvez, Dee Carter",2002,Possible Migration Routes into South America Deduced from Mitochondrial DNA Studies in Colombian Amerindian Populations,"Human Biology, 74(2):211-233.",Arqueología Colombiana
8837,"Keyeux, Genoveva, William Usaquén",2006,"Rutas migratorias hacia Sur América y poblamiento de las cuencas de los rios Amazonas y Orinoco, deducidas a partir de estudios geneticos moleculares.","Pueblos y paisajes antiguos de la selva Amazónica, eds., Gaspar Morcote, Santiago Mora, Carlos Franky, pp. 49-62. Universidad Nacional de Colombia, Tearaxacum.",Arqueología Colombiana
6502,"Kirchhoff, Paul",1948,The Guayupe and Sae.,"Handbook of South American Indians, ed., Julian Steward. vol 4:385-391.",Arqueología Colombiana
5522,"Kroonenberg, Salomón y  Hans Diederx",1985,Geología.,"Arqueología regional en el valle de La Plata, Colombia, ed.,  Robert Drennan. pp 24-40 University of Michigan, Technical Reports. Ann Arbor.",Arqueología Colombiana
8989,"Kruschek, Michael",2003,The evolution of the Bogotá chiefdom: a household view.,"Ph.D dissertation. Departmento of Anthropology, University of Pittsburg.",Arqueología Colombiana
6505,"Kurella, Doris",1998,The Muisca. Chiefdoms in Transition,"Chiefdoms and Chieftaincy in the Americas, ed., Elsa M. Redmond, pp 189-215. University of Florida Press.",Arqueología Colombiana
32841,"Kusimba, Chapurukha M.",2008,Early African cities; their role in shaping of urban and rural interaction spheres,"The ancient city. New perspectives in the Old and New World, eds Joyce Marcus & Jeremy A. Sabloff, pp 229-246. A school for advanced research residential scholar book, Santa fe, New Mexico.",Arqueología Colombiana
35904,Langebaek Carl Henrik  & Héctor García Botero,2009,Etnólogos y trabajo de campo. Infidencias de cartas y diarios,"Arqueología y etnología en Colombia: la creación de una tradición científica, eds., Carl Henrik Langebaek & Clara Isabel Botero, pp 269-312. Bogotá: Universidad de los Andes, Facultad de Ciencias Sociales, CESO, Ediciones Uniandes",Arqueología Colombiana
26203,"Langebaek Rued, Carl Henrik; Jaramillo Gonzale, Alejandra; Aristizábal, Lucero; Bernal Arévalo, Marcela; Corcione, María Antonieta; Mendoza, Luisa Fernanda; Pérez, Luz; Rodríguez, Freddy; Zorro, Catalina",2015,Vivir y morir en Tibanica: reflexiones sobre el poder y el espacio en una aldea muisca tardía de la sabana de Bogotá,"Revista Colombiana de Antropología, 51(2): 173-207",Arqueología Colombiana
9151,"Langebaek Rueda, Carl",2004,Secuencia y porcesos. Estudio comparativo del desarrollo de jerarquías de asentamiento prehispánicas en el norte se Sudamérica.,"Revista de Arqueologia del Área Intermedia, 6:199-248",Arqueología Colombiana
9092,"Langebaek, Carl Henrik",2004,Dossier: historia y ciencias sociales historia y arqueología. encuentros y desencuentros.,"Historia Crítica, 27, enero-junio. http://historiacritica.uniandes.edu.co/html/27/art_langebaek.htm",Arqueología Colombiana
4903,"Langebaek, Carl Henrik",1995,Algunos comentarios sobre cambios diacronicos en el intercambio prehispánico en el norte del Ecuador y sur de Colombia: revisión de la evidencia.,"Perspectivas regionales en la arqueología del suroccidente de Colombia y norte del Ecuador, ed., Cristóbal Gnecco,  pp. 314-330. Editorial Universidad del Cauca, Popayán.",Arqueología Colombiana
36097,"Langebaek, Carl Henrik",1987,Algunos aspectos de la economía Tairona en el litoral adyacente a Cienaga (Magdalena).,"Maguare, 5:59-72.",Arqueología Colombiana
5226,"Langebaek, Carl Henrik",1987,Dispersión geográfica y contenido simbólico de la cerámica Guatavita desgrasante tiesto: un ensayo de interpretación.,"Revista de Antropología Universidad de los Andes, 3(2):115-129.",Arqueología Colombiana
5855,"Langebaek, Carl Henrik",1986,Las ofrendas en los Andes septentrionales de influencia Chibcha. El caso de un ofrendatario Muisca encontrado en Fontibón.,"Boletín del Museo del Oro, 16:40-47.",Arqueología Colombiana
9101,"Langebaek, Carl Henrik",0,Génesis del grupo. Universidad de los Andes Arqueología.,Universidad de los Andes. Bogotá. http://curlinea.uniandes.edu.co/arqueo/genesis.htm,Arqueología Colombiana
5510,"Langebaek, Carl Henrik",1995,"From hunters and gatherers to Muisca, campesinos and hacendados in the Eastern highlands of Colombia -An archaeological survey in the Valles of Fúquene and Susa (1).","PhD Dissertation University of Pittsburgh. University of Pittsburgh Memoirs in Latin American Archaeology No 9. Pittsburgh - Bogotá: University of Pittsburgh, Department of Anthropology - Universidad de los Andes, Departamento de Antropología.",Arqueología Colombiana
9125,"Langebaek, Carl Henrik",2002,Geografía y pasado prehispánico: la formación de una nación.,"El nuevo mundo. Problemas y debates, eds., Bonnett y F. Castañeda, pp. 323-338. Bogotá: Universidad de los Andes.",Arqueología Colombiana
9090,"Langebaek, Carl Henrik",1994,Dieta y desarrollos prehispánicos en Colombia. Durante diez mil años el indígena presentó resistencia a la agricultura.,"Credencial Historia, 060: 4-7.",Arqueología Colombiana
4853,"Langebaek, Carl Henrik",1997,¿Quien vive aqui? Vivienda y cambio social en Colombia prehispanica: un ensayo preliminar.,"Nuevas memorias sobre las antigüedades Neogranadinas o de la cronología en la arqueología colombiana y otros asuntos, eds., Santiago Mora & Franz Flórez, pp 73-97. Colciencias, Editorial Guadalupe.",Arqueología Colombiana
9109,"Langebaek, Carl Henrik",1991,"Documenting the emergence of chiefdoms in the Muisca territory: a regional survey in the Fuquene Valley, Colombia.",Pittsburgh: University of Pittsburgh. Ms. 19 pgs.,Arqueología Colombiana
5212,"Langebaek, Carl Henrik",1988,Desarrollo de las comunidades indígenas de la sierra Nevada de Santa Marta desde el formativo hasta el siglo XVI.,Arqueología. Revista de estudiantes de Antropología. Universidad Nacional de Colombia 6(2):3-17.,Arqueología Colombiana
6308,"Langebaek, Carl Henrik",1987,Relaciones de los desarrollos del área Tairona y el intercambio.,"Boletín de Arqueología, 2(2):32-41.",Arqueología Colombiana
9085,"Langebaek, Carl Henrik",2004,Discursos coloniales sobre la idolatría en la Sierra Nevada de Santa Marta: el llanto sagrado de Fray Francisco Romero y el documento inédito de Melchor de Espinosa.,"El nuevo mundo. Problemas y debates, eds., D. Bonnett y F. Castañeda, pp. 243-277. Bogotá: Universidad de los Andes",Arqueología Colombiana
