Autor,Título,Año,Publicado,Editado,Publicación internacional,Sitios,Tema,Período,Etapa,Región,Asunto,Tipo de proyecto,Comentario,Requerido
"Llanos, Héctor",La objetividad científica de la investigación arqueológica en Colombia.,1987,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,Comentarios sobre el empirismo y escasa discusión teórica que caracteriza a la disciplina en Colombia.,FALSE
"Archila, Sonia",La orfebrería de Malagana.,1996,,TRUE,FALSE,Malagana,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,Orfebrería,Rescate arqueológico,,FALSE
"Uribe, María Alicia",La orfebrería Quimbaya tardía.,1991,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Baquero, Alvaro",La otra opinión. Ensayo sobre la tradición oral de los indígenas como fuente histórica para la arqueología y la historia de los Llanos.,1988,,FALSE,FALSE,,Teoría arqueológica,,,Tierras bajas orientales,,Investigación básica,,FALSE
"Mora, Santiago",La paradoja: ¿Procesos en la arqueología colombiana?,1997,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Alvarado, Jairo; Jorge Maldonado, Adrian Serna",La pedagogía del pasado: posicionamientos del discurso arqueológico en el sistema educativo colombiano. Perspectivas para un Balance.,1999,,FALSE,FALSE,,,,,,Pedagogia,Divulgación,,FALSE
"Gnecco, Cristóbal",La plasticidad del pasado.,1990,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Rodríguez, Carlos Armando",La población prehispánica del valle medio del río Cauca entre los siglos VII-XVI d.C.,1989,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,"Propone la existencia de las ""culturas"" Buga y Guabas.",FALSE
"Londoño, Wilhelm",La poética de los tiestos: el sentido de la cultura material prehispánica en una comunidad Nasa.,2002,,TRUE,TRUE,,Arqueología sitio/localidad,,Republicana,Valles alto Calima y alto y medio del Cauca,,Investigación basica,,FALSE
"Broadbent, Sylvia",La prehistoria del área Muisca.,1989,,TRUE,FALSE,,Arqueología sitio/localidad,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Lleras, Roberto",La prehistoria y la realidad colombiana actual.,1985,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"García Botero, Héctor",La presencia etnográfica. Hacia una contextualización del trabajo de campo como metodología de la antropología colombiana,2009,,FALSE,FALSE,,Historia de la...,,,,,Investigación básica,,FALSE
"Villate, Alexis & John Gonzáles",La reconstrucción del proceso prehispánico de porducción de sal en La Pitas (Saladoblanco-Huila).,2003,,TRUE,FALSE,,Etnoarqueología,,,Alto Magdalena,,Investigación basica,,FALSE
"Pérez, Pablo Fernando",La región de Chicamocha: un área de confluencia de diferentes etnias pertenecientes a la familia Chibcha,1990,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Bruhns, Karen","La salina de los Quingos, nueva información sobre el intercambio prehispánico de sal.",1976,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Ardila, Gerardo & Gustavo Politis",La situación actual de los Nukak de la Amazonía Colombiana: problemas y perspectivas.,1992,,TRUE,FALSE,,Etnoarqueología,,Republicana,Tierras bajas orientales,,Investigación básica,,FALSE
"Plazas, Clemencia; Ana María Falchetti, Juanita Sáenz y Sonia Archila",La sociedad hidráulica Zenu. Estudio arqueológico de 2000 años de historia en las llanuras del Caribe colombiano.,1993,,TRUE,FALSE,"Pimienta 5 P1, Papayo I,Carate 26, La Hormiga;Ca 6 - P2; Cogollo; Limoncito 2;Las Palmas 1; San Pedro;",Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Valdez, Francisco",La sociedad Tolita.,1989,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Martínez-Polanco, María Fernanda, Olga L. Montenegro, Germán A. Peña L.","La sostenibilidad de la caza del venado de cola blanca (Odocoileus virginanus) por cazadores-recolectores del periodo preceámico del la Sabana de Bogotá, en el yacimiento arqueológico de Aguazuque (Colombia).",2015,,FALSE,FALSE,Aguazuque,Materiales Arqueológicos,,Paleoindio,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Politis, Gustavo & G. Martínez",La subsistencia invernal de un grupo de los Nukak Nor-Occidental del Guaviare.,1992,,FALSE,FALSE,,Etnoarqueología,,Republicana,Tierras bajas orientales,,Investigación básica,,FALSE
"Pino, Jorge",La Tecnología del Cuarzo en el Contexto Arqueológico Colombiano.,1999,,FALSE,FALSE,,,,,,,Investigación básica,,FALSE
"Falchetti, Ana María",La tierra del oro y el cobre:parentesco e intercambio entre comunidades orfebres del norte de Colombia y áreas relacionadas.,1993,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,,Orfebrería,Investigación básica,,FALSE
Anónimo,La tradición Malambo un complejo temprano en el noroeste de suramerica.,1980,,TRUE,FALSE,"Malambo, Los Mangos",Arqueología sitio/localidad,Tradición Malambo,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,"Resume los trabajos de Angulos Valdez y ubica la tradición Malambo en relación con la Serie Barrancoide de Venezuela. Afirma que en esta tradición se hicieron los primeros ensayos horticolas colombianos; reporta la existencia de un Cemí, muy antiguo.",FALSE
"Angulo, Carlos",La tradición Malambo.,1981,,TRUE,FALSE,"Malambo, Los  Mangos",Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Baquero, Alvaro",La tradición oral de los Guahibos como puente histórico para la investigación arqueológica en los Llanos Orientales.,1989,,TRUE,FALSE,,Teoría arqueológica,,,Tierras bajas orientales,,Investigación básica,,FALSE
"Baquero, Alvaro","La tradicion oral de los Guahibos, como fuente historica para la investigacion arqueologica en los Llanos Orientales",1989,,TRUE,FALSE,,Etnoarqueología,,,Tierras bajas orientales,,Investigación básica,,FALSE
"Pino, Jorge",La transformación del cuarzo en la elaboración de artefactos en el valle medio del río Porce.,1999,,FALSE,FALSE,,Materiales Arqueológicos,,,Macizo Antioqueño,,Investigación básica,,FALSE
"Lleras Pérez, Roberto",La transición metalúrgica: metales y objetos entre los indígenas coloniales,2015,,FALSE,FALSE,,Materiales Arqueológicos,,,,,Investigación básica,,FALSE
"Lleras, Roberto",La utilización de las áreas libres en Ciudad Perdida.,1987,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Blanco, Sonia",La variabilidad fúnebre como expresión del cambio social en la población prehispánica del valle geográfico del río Cauca entre el 1200 a.C. al 700 d.C.,2011,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Rangel, Orlando & Gustavo Lozano",La vegetación selvática y boscosa del Valle de La Plata.,1989,,FALSE,FALSE,,Arqueología sitio/localidad,,,Alto Magdalena,,Investigación básica,Fatna páginas,FALSE
"Lunardi, Federico",La vida en tumbas-arqueología del macizo colombiano; arte y cultura americanas comparadas.,1935,,TRUE,TRUE,,Teoría arqueológica,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Salgado, Héctor; Carlos Armando Rodríguez & Vladimir Aleksandrovich Bashilov",La vivienda Prehispánica Calima,1993,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Correal, Gonzalo",Las Acacias: un cementerio Muisca en la Sabana de Bogotá. Características culturales y aspectos de antropología física.,1974,,TRUE,TRUE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,Este título fue sustraido de BICAN. La referncia sale de Rodríguez J.V. 1994,FALSE
"Sáenz, Juanita",Las Aguilas Doradas.  El Motivo de las Aves con Alas Desplegadas en la Orfebrería Tairona.,1999,,FALSE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Sierra Nevada,Orfebrería,Investigación básica,,FALSE
"Bouchard, Jean François",Las antiguas culturas precolombinas del litoral Pacífico ecuatorial septentrional (Desde 500 a.C. hasta 1500 d.C.).,1985,,FALSE,FALSE,,Síntesis datos,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Brettes, Joseph de",Las antiguas tribus costaneras de los Caribes entre Riohacha y Santa Marta.,1945,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Piazzini, Carlo Emilio",Las colecciones arqueológicas del Museo de la Universidad de Antioquia.,1993,,TRUE,FALSE,,Materiales Arqueológicos,,,Macizo Antioqueño,Museografía,Investigación básica,,FALSE
"Salgado, Héctor & Carlos Armando Rodríguez",Las costumbres funerarias prehispánicas en el curso alto del río Calima,1990,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Barney Cabrera, Eugenio",Las culturas Andinas del sur.,1983,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Macizo Andino del sur,,Divulgación historia del arte,Visión desde la historia del arte de la iconografía prehispánica.,FALSE
"Barney Cabrera, Eugenio",Las culturas de la llanura Atlántica.,1983,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Divulgación historia del arte,Visión desde la historia del arte de la iconografía prehispánica.,FALSE
"Correal, Gonzalo",Las culturas más antiguas de Colombia. Estadio de cazadores y recolectores.,1986,,TRUE,FALSE,,Síntesis datos,,Paleoindio,,,Investigación básica,,FALSE
"Bouchard, Jean François",Las culturas precolombinas del litoral pacífico ecuatorial y sus relaciones con el ecosistema.,1978,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Bray, Warwick",Las culturas prehispánicas de Calima.,1989,,FALSE,FALSE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Bruhns, Karen",Las culturas prehispánicas del Cauca medio.,1990,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Santos, Gustavo",Las etnias indígenas prehispánicas y de la conquista en la región del golfo de Uraba.,1989,,TRUE,FALSE,"El Estorbo I, Cerro de Aguila 1 y 2, El Totumo, Piatra, Caimán Viejo, El Bobal, Arboletes, Punta de piedra, La Bagatela, El Cabrero, Frasquillo, Quebrada Mulas.",Síntesis datos,,Cacicazgos,"Uraba, alto Sinú",,Investigación básica,,FALSE
"Uribe, María Victoria","Las etnias prehispánicas del altiplano de Ipiales, Colombia: consideraciones finales.",1983,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Macizo Andino del sur,,Investigación básica,,FALSE
"Groot, Ana María",Las federaciones de aldeas: el caso de los Muiscas y de los Taironas.,1986,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Bouchard, Jean François",Las figurillas zoomorfas del litoral pacífico ecuatorial.,1981,,TRUE,TRUE,,Materiales Arqueológicos,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Ardila, Gerardo",Las Historias de la Arqueología en Colombia y las Pugnas de Poder.,1999,,FALSE,FALSE,,,,,,,Investigación básica,,FALSE
"Llanos, Héctor & María Pinto Nolla",Las industrias líticas de San Agustín.,1997,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Macizo Andino del sur,,Investigación básica,,FALSE
"Restrepo, Ernesto",Las invasiones Caribes.,1903,,TRUE,FALSE,,,,,,,Investigación básica,,FALSE
"Osorio, Oscar",Las investigaciones arqueológicas en la zona Quimbaya.,1990,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Bouchard, Jean François",Las más antiguas culturas precolombinas del Pacífico ecuatorial septentrional,1986,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Leiva, María Soledad",Las máscaras de La Tolita.,1991,,FALSE,FALSE,,Teoría arqueológica,,Cacicazgos,Ecuador,,Investigación básica,,FALSE
"Otero, Helda","Las ocupaciones prehispánicas de Puerto Boyacá. Rescate arqueológico de los sitios Hacienda Valparaiso, Hacienda La Giralda y Terrazas Río Negro del tramo comprendido entre Vasconia y Puerto Salgar.",1996,,FALSE,FALSE,,Arqueología sitio/localidad,,,Magdalena medio,,Rescate arqueológico,,FALSE
"Langebaek, Carl",Las ofrendas en los Andes septentrionales de influencia Chibcha. El caso de un ofrendatario Muisca encontrado en Fontibón.,1986,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Cavelier, Inés; Herrera, Luisa Fernanda; Sneider Rojas & Fernando Montejo","Las Palmas como Mediadoras en el Origen de las Plantas Cultivadas en el Caquetá, Noroeste Amazónico.",2001,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Morcote, Gaspar;  Gabriel Cabrera; Dany Mahecha; Carlos Eduardo Franky; Inés Cavelier",Las palmas entre los grupos cazadores-recolectores de la Amazonia Colombiana.,1998,,TRUE,FALSE,Peña Roja.,Etnoarqueología,,Paleoindio,Tierras bajas orientales,Uso de palmas,Investigación básica,Presenta información sobre el uso de palmas en cazadores recolectores comparando los resultados arqueológicos con aquellos recuperados en los trabajos adelantados con los Nukak.,FALSE
"Boada, Ana María",Las patologías óseas en la población de Marín.,1988,,TRUE,FALSE,"El Venado III, Marín,",Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Goggel, Sonia",Las patologias y anomalias dentales en la población arqueológica Muisca de Candelaria la Nueva (Bogotá).,1989,,TRUE,FALSE,Candelaria la Nueva,Materiales Arqueológicos,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,Paleopatologías de una población Muisca de la Sabana de Bogotá.,FALSE
"Moreno, Leonardo",Las pautas de asentamiento: Una estrategia metodológica en la arqueología colombiana?,1987,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Herrera, Leonor",Las plataformas artificiales en laderas (tambos) en la arqueología del suroccidente colombiano.,1989,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Oyuela, Augusto",Las preguntas y respuestas de la arqueología Amazónica colombiana: 30 años de historia marginal.,1998,,FALSE,FALSE,,Teoría arqueológica,,,Tierras bajas orientales,,Investigación básica,"Hace una evlaución sobre los resultados de la arqueología en la amazonia. Aun que en la primera parte dice que no se ha hecho mucho, al final dice que los resultados son positivos. No es, en el sentido estricto de la palabra, un texto teórico, es más una descripción con una opinión personal.",FALSE
"Oyuela, Augusto",Las redes de caminos prehispánicas en la Sierra Nevada de Santa Marta.,1990,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Silva, Eliécer",Las ruinas de los observatorios astronómicos precolombinos Muiscas. Villa de Leiva.,1986,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Cardale, Marianne","Las salinas de Zipaquirá, su explotación indígena.",1981,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Santos, Gustavo",Las sociedades prehispánicas de Jardin y Riosucio.,1994,,FALSE,FALSE,"El Volador, Mazo-Tiestero 1",Arqueología sitio/localidad,Período Temprano,Cacicazgos,Macizo Antioqueño,,Investigación básica,"Discute la posición y los materiales que caracterizan a los dos períodos existentes en el Macizo antioqueño y valle medio del Cauca. Afirma que el estilo orfebre Quimbaya pertenece a los portadores de la cerámica Marron Inciso, propia del primer período.",FALSE
"Drennan, Robert",Las sociedades prehispánicas del Alto Magdalena.,2000,,TRUE,FALSE,,Síntesis datos,,,Alto Magdalena,Síntesis regional,Investigación basica,,FALSE
"Van der Hammen, Thomas",Las terrazas del río Magdalena y la posición de los hallazgos de Grazón.,1957,,TRUE,FALSE,,Arqueología sitio/localidad,,Paleoindio,Alto Magdalena,,Investigación básica,,FALSE
"Rodríguez Cuenca, José Vicente","Las tierras negras en la mitología y arqueología de la vertiente sureste de la Sierra Nevada de Santa Marta, La Guajira.",2018,,TRUE,FALSE,,Materiales Arqueológicos,,,Sierra Nevada,,,,FALSE
"Rodríguez, Camilo",Las tradiciones alfareras tempranas en las llanuras del Caribe colombiano (Departamento de Bolívar y Atlántico) periodización y comparación cerámica.,1988,,TRUE,FALSE,Puerto Chacho,Síntesis datos,,Formativo,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Romoli, Kathleen",Las tribus de la antigua jurisdicción de Pasto en el siglo XVI.,1979,,TRUE,FALSE,,Etnohistoria,,Colonial,Macizo Andino del sur,,Investigación básica,,FALSE
"Ayala, Leonardo",Las tumbas de Tierradentro.,1964,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Alto Magdalena,,Divulgación,,FALSE
"Caldas, Ana María, Alvaro Chaves & Marina Villamizar",Las tumbas del valle de El Dorado.,1972,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
Ayala. Leonardo,Las tumbas pintadas de Tierradentro.,1983,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Divulgación historia del arte,,FALSE
